entity,window,date,title,domain,url,suggested_label,relevant
Lovable,peak_week,2026-05-05,Roomba pioneer aims to crack the household market again with an AI - powered pet robot,timescall.com,https://www.timescall.com/2026/05/04/ai-household-robot/,n,n
Lovable,peak_week,2026-05-05,Roomba pioneer aims to crack the household market again with an AI - powered pet robot,sun-sentinel.com,https://www.sun-sentinel.com/2026/05/04/ai-household-robot/,n,n
Lovable,peak_week,2026-05-05,Roomba pioneer aims to crack the household market again with an AI - powered pet robot,bostonherald.com,https://www.bostonherald.com/2026/05/04/ai-household-robot/,n,n
Lovable,peak_week,2026-05-05,What youll pay for AI agents will be wildly variable and unpredictable,zdnet.com,https://www.zdnet.com/article/your-cost-for-ai-agents-will-be-wildly-variable-and-unpredictable/,n,n
Lovable,peak_week,2026-05-05,Massachusetts company aims to crack the household market with an AI - powered pet robot,wbur.org,https://www.wbur.org/news/2026/05/05/roomba-ai-robot-pet-familiar-machines-woburn,n,n
Lovable,peak_week,2026-05-07,Is Stockholm The World Hottest Startup City Right Now ?,forbes.com,https://www.forbes.com/sites/melindaelmborg/2026/05/07/is-stockholm-the-worlds-hottest-startup-city-right-now/,?,y
Lovable,peak_week,2026-05-07,Lovable Launches Vibe Coding App That Can Build Apps with AI,tech.co,https://tech.co/news/lovable-mobile-app-ai-build-apps,y,y
Lovable,peak_week,2026-05-07,Voi founder new AI startup Pit has become the latest rising star out of Stockholm,techcrunch.com,https://techcrunch.com/2026/05/07/voi-founders-new-ai-startup-pit-has-become-the-latest-rising-star-out-of-stockholm/,n,n
Lovable,peak_week,2026-05-08,Lovable Is Offering a 10 % Raise on Your First Work Anniversary,businessinsider.com,https://www.businessinsider.com/lovable-offering-a-10-raise-on-your-first-work-anniversary-2026-5,y,y
Lovable,peak_week,2026-05-08,Off Campus Is About to Create a New Generation of Hockey Crushes,instinctmagazine.com,https://instinctmagazine.com/off-campus-meet-the-players/,n,n
Lovable,peak_week,2026-05-09,Thousands of AI - Made Apps are Leaking Personal Data Online,propakistani.pk,https://propakistani.pk/2026/05/09/thousands-of-ai-made-apps-are-leaking-personal-data-online/,n,n
Lovable,peak_week,2026-05-09,Vibe Coding Real Frontier : Work That Was Never Worth Building,forbes.com,https://www.forbes.com/sites/gabrielalinzainescu/2026/05/09/vibe-codings-real-frontier-work-that-was-never-worth-building/,n,n
Lovable,peak_week,2026-05-09,Vibe Coding Is Causing  Thousand of Data Security Vulnerabilities,pcmag.com,https://www.pcmag.com/news/vibe-coding-is-causing-thousands-of-data-security-vulnerabilities-says,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,sconeadvocate.com.au,https://www.sconeadvocate.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,juneesoutherncross.com.au,https://www.juneesoutherncross.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=6409,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,easternriverinachronicle.com.au,https://www.easternriverinachronicle.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,easternriverinachronicle.com.au,https://www.easternriverinachronicle.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=6364,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,manningrivertimes.com.au,https://www.manningrivertimes.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,dailyadvertiser.com.au,https://www.dailyadvertiser.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,mandurahmail.com.au,https://www.mandurahmail.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,gleninnesexaminer.com.au,https://www.gleninnesexaminer.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,singletonargus.com.au,https://www.singletonargus.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,queanbeyanage.com.au,https://www.queanbeyanage.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,goulburnpost.com.au,https://www.goulburnpost.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,katherinetimes.com.au,https://www.katherinetimes.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,moreechampion.com.au,https://www.moreechampion.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,theadvocate.com.au,https://www.theadvocate.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,yasstribune.com.au,https://www.yasstribune.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,narrominenewsonline.com.au,https://www.narrominenewsonline.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,hepburnadvocate.com.au,https://www.hepburnadvocate.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,hardenexpress.com.au,https://www.hardenexpress.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,inverelltimes.com.au,https://www.inverelltimes.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,margaretrivermail.com.au,https://www.margaretrivermail.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,batemansbaypost.com.au,https://www.batemansbaypost.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,greatlakesadvocate.com.au,https://www.greatlakesadvocate.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,therural.com.au,https://www.therural.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-03,2026 Skoda Elroq RS revealed,southcoastregister.com.au,https://www.southcoastregister.com.au/story/8934014/2026-skoda-elroq-rs-revealed/?cs=34616,n,n
Mamba,peak_week,2025-04-04,"Škoda Elroq RS je venku jako sice hezké , ale jinak naprosto zbytečné a nic neřešící 2 , 3tunové monstrum",autoforum.cz,https://www.autoforum.cz/predstaveni/skoda-elroq-rs-je-venku-jako-sice-hezke-ale-jinak-naprosto-zbytecne-a-nicneresici-2-3tunove-monstrum/,n,n
Manus,peak_week,2025-12-30,"Meta acquires intelligent agent firm Manus , capping year of aggressive AI moves",cnbc.com,https://www.cnbc.com/2025/12/30/meta-acquires-singapore-ai-agent-firm-manus-china-butterfly-effect-monicai.html,y,y
Manus,peak_week,2025-12-30,Meta Acquires AI Startup Manus to Expand General Purpose AI Agents,businessinsider.com,https://www.businessinsider.com/meta-acquires-ai-startup-manus-expand-general-purpose-ai-agents-2025-12,y,y
Manus,peak_week,2025-12-30,Why Meta acquired Manus and what it means for its  personal superintelligence  push | Technology News,indianexpress.com,https://indianexpress.com/article/technology/artificial-intelligence/why-meta-acquired-manus-what-it-means-personal-superintelligence-10446193/,y,y
Manus,peak_week,2025-12-30,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,finance.yahoo.com,https://finance.yahoo.com/news/meta-buys-startup-manus-latest-160203079.html,y,y
Manus,peak_week,2025-12-30,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,mynorthwest.com,https://mynorthwest.com/national/meta-buys-startup-manus-in-latest-move-to-advance-its-artificial-intelligence-efforts/4179926,y,y
Manus,peak_week,2025-12-30,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,whec.com,https://www.whec.com/ap-top-news/meta-buys-startup-manus-in-latest-move-to-advance-its-artificial-intelligence-efforts/,y,y
Manus,peak_week,2025-12-30,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,journal-news.com,https://www.journal-news.com/news/nation-world/meta-buys-startup-manus-in-latest-move-to-advance-its-artificial-intelligence-efforts/XXWDFE6XOFLBPI44BZVKM6MAKQ/,y,y
Manus,peak_week,2025-12-31,Meta claims  no continuing Chinese ownership interests in Manus AI  after reported $2 billion deal to shore up in AI agent race,fortune.com,https://fortune.com/2025/12/30/meta-manus-acquisition-claims-no-chinese-ownership-singapore/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,citizensvoice.com,https://www.citizensvoice.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,orlandosentinel.com,https://www.orlandosentinel.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,baltimoresun.com,https://www.baltimoresun.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,bostonherald.com,https://www.bostonherald.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,ocregister.com,https://www.ocregister.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,thetimes-tribune.com,https://www.thetimes-tribune.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,chicoer.com,https://www.chicoer.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,sun-sentinel.com,https://www.sun-sentinel.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,pilotonline.com,https://www.pilotonline.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,dailycamera.com,https://www.dailycamera.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,pressdemocrat.com,https://www.pressdemocrat.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,readingeagle.com,https://www.readingeagle.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,sandiegouniontribune.com,https://www.sandiegouniontribune.com/2025/12/30/meta-manus/,y,y
Manus,peak_week,2025-12-31,"Meet Xiao Hong , founder of Manus , Chinese AI start - up acquired by Meta for over USD 2 billion , he is set to join Mark Zuckerberg company as ...",dnaindia.com,https://www.dnaindia.com/technology/report-meet-xiao-hong-founder-of-manus-chinese-ai-start-up-acquired-by-meta-for-over-usd-2-billion-he-is-set-to-join-mark-zuckerberg-s-company-as-3195505,y,y
Manus,peak_week,2025-12-31,"All You Need to Know About Manus , the Startup Meta Is Acquiring",businessinsider.com,https://www.businessinsider.com/what-is-manus-ai-meta-acquisition-chinese-startup-singapore-agent-2025-12,y,y
Manus,peak_week,2025-12-31,Meta to acquire AI startup Manus in deal valued at over $2 billion,euronews.com,https://www.euronews.com/next/2025/12/31/meta-to-acquire-ai-startup-manus-in-deal-valued-at-over-2-billion,y,y
Manus,peak_week,2025-12-31,Meta buys startup Manus in latest move to advance its artificial intelligence efforts,japantoday.com,https://japantoday.com/category/tech/meta-buys-startup-manus-in-latest-move-to-advance-its-artificial-intelligence-efforts,y,y
Qwen,peak_week,2025-01-29,"Alibaba Unveils Upgraded AI Model , Claims It Surpasses Rival DeepSeek - V3",marketscreener.com,https://www.marketscreener.com/quote/stock/ALIBABA-GROUP-HOLDING-LIM-17916677/news/Alibaba-Unveils-Upgraded-AI-Model-Claims-It-Surpasses-Rival-DeepSeek-V3-48898475/,y,y
Qwen,peak_week,2025-01-29,Alibaba releases AI model it claims surpasses DeepSeek - V3,thedailystar.net,https://www.thedailystar.net/tech-startup/news/alibaba-releases-ai-model-it-claims-surpasses-deepseek-v3-3811291,y,y
Qwen,peak_week,2025-01-29,Alibaba Releases AI Model It Claims Surpasses DeepSeek - V3,ndtv.com,https://www.ndtv.com/ai/alibaba-releases-ai-model-it-claims-surpasses-deepseek-v3-7586402,y,y
Qwen,peak_week,2025-01-29,"Alibaba launches new AI model targeting rival DeepSeek , China hottest start - up",scmp.com,https://www.scmp.com/tech/big-tech/article/3296737/alibaba-launches-new-ai-model-targeting-rival-deepseek-chinas-hottest-start,y,y
Qwen,peak_week,2025-01-29,"Alibaba releases new AI version , claims its better than DeepSeek",thenews.com.pk,https://www.thenews.com.pk/latest/1277450-alibaba-releases-new-version-of-ai-claims-it-surpasses-deepseek,y,y
Qwen,peak_week,2025-01-29,Alibaba releases AI model it claims surpasses DeepSeek - V3,marketscreener.com,https://www.marketscreener.com/quote/stock/ALIBABA-GROUP-HOLDING-LIM-17916677/news/Alibaba-releases-AI-model-it-claims-surpasses-DeepSeek-V3-48904411/,y,y
Qwen,peak_week,2025-01-29,Alibaba releases AI model it claims surpasses DeepSeek - V3 - Business,dawn.com,https://www.dawn.com/news/1888473/alibaba-releases-ai-model-it-claims-surpasses-deepseek-v3,y,y
Qwen,peak_week,2025-01-29,"Alibaba unveils Qwen 2 . 5 - Max AI model , saying it outperforms DeepSeek - V3",siliconangle.com,https://siliconangle.com/2025/01/29/alibaba-unveils-qwen-2-5-max-ai-model-saying-outperforms-deepseek-v3/,y,y
Qwen,peak_week,2025-01-29,Chinese tech giant Alibaba introduces new version of Qwen 2 . 5 AI model,article.wn.com,https://article.wn.com/view/2025/01/29/Chinese_tech_giant_Alibaba_introduces_new_version_of_Qwen_25/,y,y
Qwen,peak_week,2025-01-29,"Alibaba Ups AI Game , Says Its Qwen2 . 5 Max Beats DeepSeek and OpenAI In Performance - Alibaba Gr Hldgs ( NYSE : BABA )",benzinga.com,https://www.benzinga.com/trading-ideas/movers/25/01/43311376/alibaba-ups-ai-game-says-its-qwen2-5-max-beats-deepseek-and-openai-in-performance,y,y
Qwen,peak_week,2025-01-29,Alibaba Stock Gains as New AI Model Competes With DeepSeek,kiplinger.com,https://www.kiplinger.com/investing/stocks/alibaba-baba-stock-gains-on-promises-its-new-ai-model-is-better-than-deepseek,y,y
Qwen,peak_week,2025-01-29,"What Is Ali Baba Qwen 2 . 5 AI Model , And How Does It Stacks Up ?",forbes.com,https://www.forbes.com/sites/torconstantino/2025/01/29/alibaba-unveils-qwen-25-a-deepseek-rival/,y,y
Qwen,peak_week,2025-01-29,"Alibaba releases AI model it says rivals DeepSeek , OpenAI , Meta top models",foxbusiness.com,https://www.foxbusiness.com/technology/alibaba-touts-new-ai-model-says-rivals-deepseek-openai-metas-top-offerings,y,y
Qwen,peak_week,2025-01-29,Alibaba Group Holding Limited ( BABA ): Driving AI Adoption with Qwen 2 . 5 Model,insidermonkey.com,https://www.insidermonkey.com/blog/alibaba-group-holding-limited-baba-driving-ai-adoption-with-qwen-2-5-model-1436430/,y,y
Qwen,peak_week,2025-01-30,DeepSeek : AI meets jugaad as Alibaba Qwen 2 . 5 pips DeepSeek in model battle,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/ai-meets-jugaad-as-alibabas-qwen-2-5-pips-deepseek-in-model-battle/articleshow/117698471.cms,y,y
Qwen,peak_week,2025-01-30,Alibaba releases AI model it says surpasses DeepSeek - V3,japantimes.co.jp,https://www.japantimes.co.jp/business/2025/01/30/tech/alibaba-ai-deepseek-v3/,y,y
Qwen,peak_week,2025-01-30,Qwen 2 . 5 and DeepSeek R1 Keep US AI Firms in a Limbo as Stock Prices Struggle To Bounce Back,ibtimes.co.uk,https://www.ibtimes.co.uk/qwen-25-deepseek-r1-keep-us-ai-firms-limbo-stock-prices-struggle-bounce-back-1730609,y,y
Qwen,peak_week,2025-01-30,New DeepSeek AI rival claims to be more powerful than both V3 and ChatGPT - 4o – meet Qwen2 . 5 - Max,techradar.com,https://www.techradar.com/computing/artificial-intelligence/new-deepseek-ai-rival-claims-to-be-more-powerful-than-both-v3-and-chatgpt-4o-meet-qwen2-5-max,y,y
Qwen,peak_week,2025-01-30,"Qwen 2 . 5 Max better than DeepSeek , beats ChatGPT in coding , costs 10x less than Claude 3 . 5",digit.in,https://www.digit.in/features/general/qwen-25-max-better-than-deepseek-beats-chatgpt-in-coding-costs-10x-less-than-claude-35.html,y,y
Qwen,peak_week,2025-01-30,"Alibaba Stock Rises As DeepSeek Selloff Continues , Qwen AI Model Gains Attention - Alibaba Gr Hldgs ( NYSE : BABA )",benzinga.com,https://www.benzinga.com/trading-ideas/movers/25/01/43351350/alibaba-stock-rises-as-deepseek-selloff-continues-qwen-ai-model-gains-attention,y,y
Qwen,peak_week,2025-01-31,Alibaba Qwen 2 . 5 AI Claims Edge Over DeepSeek V3,medianama.com,https://www.medianama.com/2025/01/223-alibaba-ai-model-deepseek-v3/,y,y
Qwen,peak_week,2025-02-01,Everything You Need to Know About the Qwen 2 . 5 Artificial Intelligence Model,techstory.in,https://techstory.in/everything-you-need-to-know-about-the-qwen-2-5-artificial-intelligence-model/,y,y
Qwen,peak_week,2025-02-02,Alibaba named most admired Chinese internet firm by Fortune amid race with DeepSeek,scmp.com,https://www.scmp.com/tech/big-tech/article/3297029/alibaba-named-most-admired-chinese-internet-firm-fortune-amid-race-deepseek,?,y
Qwen,peak_week,2025-02-02,Analyst on Alibaba Group Holding ( BABA ) After New Model : China Catch - Up to US Will be  Rapid,insidermonkey.com,https://www.insidermonkey.com/blog/analyst-on-alibaba-group-holding-baba-after-new-model-chinas-catch-up-to-us-will-be-rapid-1440701/,y,y
Sora,peak_week,2025-12-15,Disney lets Mickey meet the machine,tribune.com.pk,https://tribune.com.pk/story/2582204/disney-lets-mickey-meet-the-machine,y,y
Sora,peak_week,2025-12-15,Disney invests $1 billion with OpenAI to use its characters on Sora,kyma.com,https://kyma.com/play/entertainment/2025/12/15/disney-invests-1-billion-with-openai-to-use-its-characters-on-sora/,y,y
Sora,peak_week,2025-12-15,Disney OpenAI deal is exclusive for just one year -- then it open season,techcrunch.com,https://techcrunch.com/2025/12/15/disneys-openai-deal-is-exclusive-for-just-one-year-then-its-open-season/,y,y
Sora,peak_week,2025-12-16,"Disney / OpenAI Deal Rewards Act First , Justify Later",forbes.com,https://www.forbes.com/sites/legalentertainment/2025/12/15/disneyopenai-deal-rewards-act-first-justify-later/,y,y
Sora,peak_week,2025-12-16,Disney brings iconic characters to OpenAI Sora in $1 billion pact,laosnews.net,http://www.laosnews.net/news/278752221/disney-brings-iconic-characters-to-openai-s-sora-in-usd1-billion-pact,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",sydneysun.com,http://www.sydneysun.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,Disney brings iconic characters to OpenAI Sora in $1 billion pact,bruneinews.net,http://www.bruneinews.net/news/278752221/disney-brings-iconic-characters-to-openai-s-sora-in-usd1-billion-pact,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",philippinetimes.com,http://www.philippinetimes.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",srilankasource.com,http://www.srilankasource.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,Disney brings iconic characters to OpenAI Sora in $1 billion pact,britainnews.net,http://www.britainnews.net/news/278752221/disney-brings-iconic-characters-to-openai-s-sora-in-usd1-billion-pact,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",africaleader.com,http://www.africaleader.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,Disney brings iconic characters to OpenAI Sora in $1 billion pact,azerbaijannews.net,http://www.azerbaijannews.net/news/278752221/disney-brings-iconic-characters-to-openai-s-sora-in-usd1-billion-pact,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",haitisun.com,http://www.haitisun.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",northkoreatimes.com,http://www.northkoreatimes.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",phoenixherald.com,http://www.phoenixherald.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",londonmercury.com,http://www.londonmercury.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",sierraleonetimes.com,http://www.sierraleonetimes.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",parisguardian.com,http://www.parisguardian.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",utahindependent.com,http://www.utahindependent.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",neworleanssun.com,http://www.neworleanssun.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-16,"Disney strikes $1 billion OpenAI deal , targets Google over AI training",cincinnatisun.com,http://www.cincinnatisun.com/news/278752221/disney-strikes-usd1-billion-openai-deal-targets-google-over-ai-training,y,y
Sora,peak_week,2025-12-18,Why Disney Sora deal with OpenAI signals a turning point in the AI wars,tribune.com.pk,https://tribune.com.pk/story/2582915/why-disneys-sora-deal-with-openai-signals-a-turning-point-in-the-ai-wars,y,y
Sora,peak_week,2025-12-21,"Sam Altman says AI next big breakthrough will be memory , not reasoning",livemint.com,https://www.livemint.com/technology/tech-news/sam-altman-says-ai-s-next-big-breakthrough-will-be-memory-not-reasoning-11766303580433.html,n,n
Sora,peak_week,2025-12-21,Sam Altman teases ChatGPT Christmas gift ; helps turn you selfie into a Santa message,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/technology/tech-news/sam-altman-teases-chatgpts-christmas-gift-helps-turn-you-selfie-into-a-santa-message/articleshow/126104333.cms,n,n
Sora,peak_week,2025-12-21,25+ Greatest AI Innovations and New Technologies in 2025,jagranjosh.com,https://www.jagranjosh.com/general-knowledge/list-of-greatest-ai-innovations-and-new-technologies-in-2025-1820005089-1,n,n
Suno,peak_week,2024-06-24,US Record Labels Sue AI Music Generators Suno and Udio for Copyright Infringement,wired.com,https://www.wired.com/story/ai-music-generators-suno-and-udio-sued-for-copyright-infringement/,y,y
Suno,peak_week,2024-06-24,"AI Most Ambitious Music Generators Infringed Thousands Of Songs , New Lawsuit Says",yahoo.com,https://www.yahoo.com/news/ai-most-ambitious-music-generators-150120548.html,y,y
Suno,peak_week,2024-06-24,"Music labels sue AI companies Suno , Udio for US copyright infringement",thestar.com.my,https://www.thestar.com.my/tech/tech-news/2024/06/24/music-labels-sue-ai-companies-suno-udio-for-us-copyright-infringement,y,y
Suno,peak_week,2024-06-24,"Sony , Universal , Warner sue AI startups Suno , Udio for infringement",nypost.com,https://nypost.com/2024/06/24/business/sony-universal-warner-sue-ai-startups-suno-udio-for-infringement/,y,y
Suno,peak_week,2024-06-24,RIAA Sues AI Music Generators For Copyright Infringement,rollingstone.com,https://www.rollingstone.com/music/music-news/record-labels-sue-music-generators-suno-and-udio-1235042056/,y,y
Suno,peak_week,2024-06-24,"Record Labels Sue AI Music Generators Suno , Udio",rollingstoneindia.com,https://rollingstoneindia.com/record-labels-sue-music-generators-suno-and-udio/,y,y
Suno,peak_week,2024-06-24,"Record companies Sony , Warner , UMG sue AI music generators Suno , Udio",washingtonpost.com,https://www.washingtonpost.com/technology/2024/06/24/suno-lawsuit-udio-sony-warner-umg-copyright/,y,y
Suno,peak_week,2024-06-24,Music record labels sue AI song - generators Suno and Udio for copyright infringement,isp.netscape.com,https://isp.netscape.com/pf/story/0001/20240624/37a398d326ebb53105538f0d1088233e,y,y
Suno,peak_week,2024-06-24,Music record labels sue AI song - generators Suno and Udio for copyright infringement,isp.netscape.com,https://isp.netscape.com/entertainment/story/0001/20240624/37a398d326ebb53105538f0d1088233e,y,y
Suno,peak_week,2024-06-24,Music record labels sue AI song - generators Suno and Udio for copyright infringement – Winnipeg Free Press,winnipegfreepress.com,https://www.winnipegfreepress.com/arts-and-life/life/sci-tech/2024/06/24/music-record-labels-sue-ai-song-generators-suno-and-udio-for-copyright-infringement,y,y
Suno,peak_week,2024-06-24,"Record companies sue AI music generators Suno , Udio over  copyright infringement",thepeninsulaqatar.com,http://thepeninsulaqatar.com/article/24/06/2024/record-companies-sue-ai-music-generators-suno-udio-over-copyright-infringement,y,y
Suno,peak_week,2024-06-24,Music record labels sue AI song - generators Suno and Udio for copyright infringement | iNFOnews,infotel.ca,https://infotel.ca/newsitem/us-ai-music-generators-lawsuit/cp259743785,y,y
Suno,peak_week,2024-06-24,Major Labels Suing Music AI Companies Suno and Udio,vulture.com,https://www.vulture.com/article/major-labels-music-ai-suno-udio-lawsuit.html,y,y
Suno,peak_week,2024-06-25,"Record labels sue AI music startups Suno , Udio for infringement",venturebeat.com,https://venturebeat.com/ai/record-labels-sue-ai-music-generator-startups-suno-udio-for-copyright-infringement/,y,y
Suno,peak_week,2024-06-25,Music record labels sue AI song - generating companies,abc10.com,https://www.abc10.com/article/news/nation-world/music-record-labels-sue-ai-song-generators-suno-udio/507-a263dff3-498a-47d7-a63b-a714d03745a5,y,y
Suno,peak_week,2024-06-25,Music record labels sue AI song - generating companies,wusa9.com,https://www.wusa9.com/article/news/nation-world/music-record-labels-sue-ai-song-generators-suno-udio/507-a263dff3-498a-47d7-a63b-a714d03745a5,y,y
Suno,peak_week,2024-06-25,Music record labels sue AI song - generating companies,kgw.com,https://www.kgw.com/article/news/nation-world/music-record-labels-sue-ai-song-generators-suno-udio/507-a263dff3-498a-47d7-a63b-a714d03745a5,y,y
